age,job_n,marital_n,education_n,default_n,housing_n,loan_n,duration,campaign,emp.var.rate,cons.price.idx,cons.conf.idx,euribor3m
41,3,0,3,0,0,1,351.0,1,-1.8,93.075,-47.1,1.405
49,5,1,0,0,0,0,644.5,1,1.4,93.918,-42.7,4.963
34,4,1,5,0,1,1,38.0,1,1.4,93.444,-36.1,4.964
30,3,0,2,0,0,0,126.0,3,1.1,93.994,-36.4,4.855
37,4,2,4,0,0,0,109.0,1,-1.8,92.893,-46.2,1.281
29,1,0,1,0,0,0,185.0,6,-1.8,92.893,-46.2,1.266
59,4,0,5,0,1,0,93.0,1,1.1,93.994,-36.4,4.857
52,3,0,0,0,1,0,160.0,1,1.4,94.465,-41.8,4.967
32,1,1,3,0,0,1,148.0,1,-1.8,92.893,-46.2,1.334
62,3,0,0,0,1,1,113.0,1,-3.4,92.649,-30.1,0.719
33,4,1,5,0,1,1,131.0,3,1.4,93.444,-36.1,4.963
47,2,2,1,0,0,0,324.0,1,-1.8,92.893,-46.2,1.291
35,2,0,5,0,1,0,86.0,1,-3.4,92.431,-26.9,0.74
27,4,0,3,0,1,1,644.5,2,1.4,93.918,-42.7,4.963
50,2,1,3,0,1,0,644.5,1,-2.9,92.963,-40.8,1.26
30,2,0,5,0,0,0,329.0,2,-0.1,93.2,-42.0,4.191
32,1,1,3,0,1,0,165.0,1,1.4,93.918,-42.7,4.963
37,3,0,2,0,1,0,102.0,2,-1.8,92.893,-46.2,1.299
51,2,0,2,0,0,0,253.0,1,1.1,93.994,-36.4,4.856
35,4,0,4,0,0,0,126.0,4,1.4,93.918,-42.7,4.968
37,2,0,5,0,1,0,142.0,5,-1.8,93.075,-47.1,1.415
32,3,0,2,0,0,1,60.0,1,1.1,93.994,-36.4,4.856
29,2,1,1,0,1,1,104.0,3,1.4,93.918,-42.7,4.968
39,3,0,3,0,1,0,112.0,1,-0.1,93.798,-40.4,4.918
34,2,0,1,0,0,0,131.0,2,-1.8,92.893,-46.2,1.313
33,4,1,5,0,1,0,527.0,3,-1.8,93.075,-47.1,1.435
35,2,0,5,0,0,1,544.0,3,1.4,94.465,-41.8,4.961
42,3,0,3,0,1,0,187.0,2,-3.0,92.713,-33.0,0.721
43,4,1,4,0,0,0,97.0,6,1.4,93.918,-42.7,4.962
56,3,2,2,0,0,0,644.5,3,1.4,93.918,-42.7,4.962
58,5,0,3,0,0,0,256.0,4,1.1,93.994,-36.4,4.859
42,1,1,1,0,0,0,544.0,3,-1.8,93.075,-47.1,1.405
49,1,0,1,0,0,0,139.0,1,1.4,94.465,-41.8,4.961
52,8,1,5,0,1,0,169.0,2,1.1,93.994,-36.4,4.855
33,3,1,3,0,0,0,346.0,2,1.4,93.918,-42.7,4.962
33,4,1,5,0,1,1,644.5,1,-0.1,93.2,-42.0,4.021
43,1,1,1,0,1,0,644.5,5,1.1,93.994,-36.4,4.859
54,2,0,5,0,1,1,399.0,2,-0.1,93.2,-42.0,4.153
47,9,0,1,0,1,0,86.0,3,1.4,93.444,-36.1,4.966
36,4,0,1,0,1,1,42.0,1,-1.8,93.075,-47.1,1.405
31,4,1,5,0,1,0,644.5,6,1.4,93.918,-42.7,4.957
31,2,0,1,0,1,0,213.0,6,-1.8,92.893,-46.2,1.291
30,2,0,5,0,1,0,597.0,2,-0.1,93.2,-42.0,4.076
56,9,0,5,0,1,1,82.0,1,1.4,94.465,-41.8,4.961
35,1,1,1,0,1,0,187.0,3,-1.8,93.369,-34.8,0.655
37,6,0,5,0,0,0,161.0,1,1.4,93.444,-36.1,4.97
35,9,1,4,0,0,0,236.0,1,1.4,94.465,-41.8,4.962
30,3,1,0,0,0,0,644.5,1,1.4,94.465,-41.8,4.961
59,3,0,0,0,0,0,644.5,2,1.1,93.994,-36.4,4.86
45,2,0,5,0,0,0,78.0,1,-1.8,92.893,-46.2,1.259
53,4,2,1,0,1,1,319.0,1,-0.1,93.2,-42.0,4.076
44,2,0,1,0,1,0,223.0,2,1.1,93.994,-36.4,4.864
50,3,0,0,0,1,0,193.0,2,1.1,93.994,-36.4,4.855
38,4,0,5,0,1,0,174.0,3,-1.8,92.893,-46.2,1.327
42,4,0,5,0,0,0,361.0,1,-2.9,92.469,-33.6,1.029
59,5,0,5,0,1,0,77.0,4,1.4,93.444,-36.1,4.962
48,3,0,2,0,1,0,178.0,1,1.4,93.918,-42.7,4.962
58,9,0,0,0,1,0,185.0,4,-0.1,93.2,-42.0,4.153
30,4,1,4,0,1,0,46.0,6,1.4,93.444,-36.1,4.964
28,1,1,1,0,0,0,72.0,3,1.1,93.994,-36.4,4.857
54,1,0,1,0,1,0,644.5,6,1.4,93.444,-36.1,4.964
32,2,1,5,0,0,0,47.0,4,1.4,93.444,-36.1,4.964
26,3,0,0,0,1,0,88.0,2,-1.8,92.893,-46.2,1.291
46,1,0,0,0,0,0,93.0,1,1.1,93.994,-36.4,4.859
32,3,0,3,0,1,0,166.0,1,1.1,93.994,-36.4,4.858
33,3,1,2,0,1,1,103.0,2,1.4,93.918,-42.7,4.963
32,3,0,2,0,1,0,165.0,3,1.1,93.994,-36.4,4.857
38,9,0,3,0,0,0,157.0,3,1.1,93.994,-36.4,4.856
33,3,0,0,0,0,0,143.0,1,1.4,93.918,-42.7,4.963
38,2,0,5,0,1,0,90.0,1,-3.4,92.431,-26.9,0.74
29,2,1,5,0,0,0,160.0,2,-2.9,92.963,-40.8,1.286
37,4,0,4,0,1,1,395.0,1,-1.8,93.369,-34.8,0.644
48,1,0,2,0,1,0,131.0,1,1.4,93.444,-36.1,4.963
57,4,0,3,0,1,0,215.0,3,1.4,94.465,-41.8,4.96
60,8,0,4,0,0,0,247.0,5,1.4,94.465,-41.8,4.961
32,4,1,4,0,0,1,423.0,2,-1.8,92.893,-46.2,1.327
31,3,0,3,0,1,1,257.0,2,-0.1,93.2,-42.0,4.191
55,4,0,4,0,1,1,101.0,5,1.4,93.918,-42.7,4.968
34,3,0,3,0,1,0,239.0,2,-1.8,92.893,-46.2,1.244
39,3,2,3,0,0,0,40.0,3,1.1,93.994,-36.4,4.857
34,1,0,1,0,1,0,15.0,3,-1.8,92.893,-46.2,1.25
44,2,2,1,0,1,0,72.0,4,-1.8,92.893,-46.2,1.354
33,7,1,5,0,1,0,176.0,1,-0.1,93.2,-42.0,4.076
54,4,0,4,0,0,0,222.0,1,1.4,93.444,-36.1,4.963
35,4,0,3,0,0,0,433.0,1,1.1,93.994,-36.4,4.859
31,4,0,4,0,1,1,184.0,1,1.4,93.444,-36.1,4.967
40,1,1,1,0,0,0,8.0,3,-0.1,93.2,-42.0,4.021
33,2,1,5,0,1,0,183.0,3,1.4,93.444,-36.1,4.964
33,2,0,3,0,1,0,80.0,1,1.1,93.994,-36.4,4.857
32,2,0,5,0,1,0,644.5,1,-2.9,92.963,-40.8,1.262
52,1,1,1,0,0,0,455.0,1,1.1,93.994,-36.4,4.857
58,0,0,0,0,1,0,154.0,2,1.1,93.994,-36.4,4.856
35,2,0,1,0,0,0,189.0,1,1.4,93.918,-42.7,4.963
47,1,0,1,0,0,0,130.0,1,1.4,93.444,-36.1,4.966
40,4,0,3,0,0,0,198.0,1,-0.1,93.2,-42.0,4.12
30,4,1,4,0,1,0,171.0,6,1.4,93.444,-36.1,4.963
44,6,0,5,0,0,0,644.5,1,-1.8,92.893,-46.2,1.25
27,4,1,4,0,1,0,27.0,1,1.1,93.994,-36.4,4.857
46,6,0,0,0,1,0,227.0,1,1.4,94.465,-41.8,4.96
48,9,0,5,0,0,0,27.0,1,-1.8,93.075,-47.1,1.365
32,3,0,3,0,0,0,240.0,3,1.4,93.918,-42.7,4.962
33,1,0,1,0,0,0,644.5,1,-2.9,92.201,-31.4,0.873
31,2,2,1,0,0,1,28.0,4,1.4,94.465,-41.8,4.959
21,10,1,1,0,1,1,220.0,1,-2.9,92.201,-31.4,0.884
31,1,2,4,0,1,0,61.0,1,-0.1,93.2,-42.0,4.153
30,3,1,3,0,0,1,644.5,6,1.4,93.918,-42.7,4.96
33,6,0,5,0,1,0,85.0,4,-1.8,92.893,-46.2,1.334
40,3,0,0,0,1,1,103.0,2,-1.8,92.893,-46.2,1.291
45,2,2,5,0,0,0,507.0,1,-1.8,92.893,-46.2,1.244
43,4,1,5,0,1,0,201.0,1,1.4,93.918,-42.7,4.958
58,5,0,4,0,0,0,74.0,5,1.4,94.465,-41.8,4.959
44,4,0,4,0,1,0,56.0,1,-1.8,93.075,-47.1,1.415
43,3,0,3,0,0,0,89.0,4,1.4,94.465,-41.8,4.958
51,3,0,3,0,0,0,21.0,3,1.1,93.994,-36.4,4.859
35,2,1,0,0,0,0,95.0,3,1.1,93.994,-36.4,4.857
29,3,0,3,0,0,0,91.0,1,-1.8,92.893,-46.2,1.266
39,3,0,2,0,0,0,128.0,6,1.1,93.994,-36.4,4.86
45,4,0,5,0,1,0,644.5,1,-0.1,93.2,-42.0,4.12
56,1,2,0,0,0,0,42.0,3,1.4,94.465,-41.8,4.96
35,9,0,1,0,0,0,121.0,3,1.4,93.918,-42.7,4.962
51,1,0,1,0,1,0,596.0,3,1.4,93.918,-42.7,4.962
41,2,0,1,0,0,1,239.0,2,-1.8,93.075,-47.1,1.405
28,2,1,1,0,1,0,78.0,2,-1.8,92.843,-50.0,1.531
32,4,0,1,0,0,0,195.0,3,-1.8,92.893,-46.2,1.281
31,3,0,3,0,1,0,124.0,1,1.4,93.918,-42.7,4.962
56,5,0,2,0,0,0,120.0,1,1.4,93.918,-42.7,4.963
41,3,0,2,0,1,1,608.0,2,-1.8,93.075,-47.1,1.423
60,6,0,5,0,1,1,395.0,1,-1.7,94.215,-40.3,0.782
39,2,0,1,0,0,0,93.0,6,1.4,94.465,-41.8,4.961
36,4,1,4,0,0,0,345.0,3,1.4,93.444,-36.1,4.965
44,3,0,0,0,0,1,311.0,1,1.4,93.444,-36.1,4.963
37,3,0,0,0,1,0,179.0,1,1.1,93.994,-36.4,4.858
70,5,0,0,0,1,0,76.0,2,-3.4,92.431,-26.9,0.737
55,6,1,0,0,0,0,293.0,1,1.1,93.994,-36.4,4.857
33,4,0,1,0,0,0,168.0,1,1.1,93.994,-36.4,4.856
51,9,1,5,0,1,0,97.0,3,1.1,93.994,-36.4,4.857
70,3,0,0,0,0,1,252.0,1,-1.7,94.055,-39.8,0.732
25,10,1,1,0,1,0,59.0,2,-1.8,92.893,-46.2,1.244
51,3,0,0,0,0,0,46.0,1,1.4,93.918,-42.7,4.962
31,9,1,5,0,1,1,204.0,1,-1.8,92.893,-46.2,1.266
40,6,0,5,0,0,0,94.0,3,1.4,93.444,-36.1,4.965
33,3,0,2,0,1,0,161.0,1,1.4,94.465,-41.8,4.967
57,5,1,3,0,1,0,16.0,2,1.4,93.918,-42.7,4.963
29,2,1,1,0,1,0,644.5,1,-1.8,93.075,-47.1,1.365
35,2,1,0,0,1,0,381.0,2,1.1,93.994,-36.4,4.856
37,3,0,3,0,1,0,133.0,2,-1.8,92.893,-46.2,1.27
32,4,0,1,0,1,0,599.0,3,1.4,93.444,-36.1,4.963
40,2,2,1,0,1,0,293.0,6,1.4,93.444,-36.1,4.964
34,4,1,1,0,0,0,46.0,2,1.4,93.444,-36.1,4.966
52,4,0,1,0,0,0,467.0,1,1.1,93.994,-36.4,4.859
47,3,2,3,0,1,0,30.0,2,1.1,93.994,-36.4,4.857
25,7,1,1,0,1,0,292.0,3,1.4,94.465,-41.8,4.961
36,2,0,1,0,1,1,142.0,1,-1.8,92.893,-46.2,1.299
38,0,0,5,0,1,0,295.0,2,1.4,93.444,-36.1,4.968
37,3,0,1,0,1,0,9.0,5,-1.8,93.075,-47.1,1.405
40,3,0,0,0,0,0,181.0,1,-0.1,93.2,-42.0,4.153
45,2,0,1,0,0,1,35.0,3,1.1,93.994,-36.4,4.855
31,2,1,5,0,1,0,89.0,2,1.4,93.918,-42.7,4.961
26,2,1,3,0,1,1,644.5,2,1.4,93.918,-42.7,4.962
42,1,0,1,0,1,0,74.0,3,-1.8,92.893,-46.2,1.354
27,3,1,3,0,1,0,99.0,1,-1.8,92.893,-46.2,1.327
41,4,2,5,0,1,0,93.0,1,1.4,93.444,-36.1,4.966
54,6,0,5,0,1,0,211.0,1,-1.8,93.075,-47.1,1.405
55,3,0,4,0,1,1,354.0,1,1.4,94.465,-41.8,4.865
43,2,0,5,0,1,0,24.0,6,1.4,93.444,-36.1,4.962
35,1,1,1,0,0,0,17.0,6,1.4,94.465,-41.8,4.959
50,3,2,4,0,1,0,137.0,2,-1.1,94.767,-50.8,1.049
43,7,0,5,0,1,0,174.0,1,1.4,94.465,-41.8,4.959
35,9,0,5,0,0,0,52.0,1,1.4,94.465,-41.8,4.864
48,9,0,3,0,1,0,438.0,2,1.4,93.918,-42.7,4.963
28,2,1,5,0,0,0,78.0,5,1.4,94.465,-41.8,4.96
37,2,1,5,0,1,1,78.0,1,-3.4,92.379,-29.8,0.753
43,3,0,0,0,1,0,220.0,3,1.4,94.465,-41.8,4.864
29,2,1,5,0,1,0,20.0,6,1.4,93.444,-36.1,4.962
30,1,0,1,0,1,0,129.0,1,1.1,93.994,-36.4,4.857
68,5,0,0,0,1,0,383.0,3,-1.7,94.055,-39.8,0.754
38,4,0,5,0,1,0,238.0,4,-2.9,92.201,-31.4,0.854
29,4,1,5,0,1,0,41.0,1,1.4,93.444,-36.1,4.963
27,3,1,3,0,0,0,86.0,1,1.4,93.918,-42.7,4.958
46,6,2,0,0,0,0,201.0,5,1.4,93.918,-42.7,4.957
51,4,0,4,0,1,0,229.0,2,-0.1,93.2,-42.0,4.021
23,4,1,4,0,1,1,421.0,1,-1.7,94.055,-39.8,0.702
33,3,0,4,0,1,0,240.0,1,-2.9,92.963,-40.8,1.26
52,6,0,5,0,1,0,67.0,1,-0.1,93.2,-42.0,4.153
45,1,0,1,0,1,0,68.0,4,1.4,93.918,-42.7,4.961
34,2,0,5,0,0,0,467.0,1,-0.1,93.2,-42.0,4.021
42,0,0,3,0,0,0,100.0,6,1.4,93.918,-42.7,4.962
41,4,0,4,0,0,0,160.0,2,-2.9,92.963,-40.8,1.262
36,2,0,5,0,1,0,54.0,1,1.4,93.918,-42.7,4.961
34,2,1,5,0,0,1,305.0,1,-1.8,93.369,-34.8,0.652
30,3,1,3,0,1,1,52.0,6,1.4,93.918,-42.7,4.962
80,5,0,0,0,0,0,552.0,2,-1.7,94.215,-40.3,0.846
54,3,2,1,0,0,0,223.0,2,1.4,93.918,-42.7,4.963
51,3,0,3,0,1,0,644.5,2,-3.4,92.431,-26.9,0.722
42,2,2,5,0,0,0,95.0,1,1.1,93.994,-36.4,4.858
37,3,0,3,0,1,0,331.0,4,1.4,94.465,-41.8,4.961
41,4,1,5,0,0,0,270.0,1,-2.9,92.963,-40.8,1.262
28,2,1,5,0,0,0,156.0,3,1.4,94.465,-41.8,4.962
54,5,1,0,0,1,0,392.0,4,-1.7,94.215,-40.3,0.846
32,2,0,5,0,0,1,301.0,3,1.4,93.444,-36.1,4.965
47,3,0,2,0,1,1,9.0,6,-0.1,93.2,-42.0,4.076
41,4,0,5,0,1,0,89.0,1,1.4,93.444,-36.1,4.97
29,3,1,1,0,0,0,559.0,2,1.4,94.465,-41.8,4.961
45,3,0,3,0,1,0,461.0,1,1.1,93.994,-36.4,4.857
30,2,1,1,0,1,0,644.5,1,1.4,93.918,-42.7,4.963
33,1,0,1,0,1,0,644.5,2,-1.8,93.075,-47.1,1.365
30,2,1,5,0,0,0,197.0,1,-1.8,92.893,-46.2,1.25
34,2,2,3,0,1,0,45.0,4,1.4,94.465,-41.8,4.959
58,6,0,5,0,0,0,289.0,1,-1.8,93.876,-40.0,0.683
26,10,1,3,0,1,0,644.5,2,-1.8,92.843,-50.0,1.811
38,6,0,5,0,0,0,525.0,1,-1.8,92.893,-46.2,1.313
39,3,0,3,0,1,0,165.0,5,1.4,93.918,-42.7,4.957
54,1,0,1,0,0,0,7.0,6,1.4,94.465,-41.8,4.959
54,2,0,5,0,0,0,103.0,6,1.1,93.994,-36.4,4.857
30,2,0,5,0,0,0,70.0,1,1.4,93.918,-42.7,4.957
56,5,0,1,0,1,0,644.5,3,1.4,94.465,-41.8,4.959
26,2,1,1,0,0,1,445.0,1,1.4,94.465,-41.8,4.865
35,2,2,5,0,1,0,139.0,3,1.4,93.444,-36.1,4.963
50,2,0,5,0,0,0,58.0,1,-0.1,93.2,-42.0,4.191
53,4,0,5,0,0,0,498.0,6,1.4,94.465,-41.8,4.961
29,4,0,4,0,1,1,82.0,1,1.4,93.918,-42.7,4.961
48,6,0,5,0,0,0,51.0,2,-0.1,93.2,-42.0,4.12
45,2,0,5,0,0,0,61.0,4,1.4,94.465,-41.8,4.959
34,3,0,4,0,0,0,345.0,2,-1.8,93.075,-47.1,1.405
31,2,0,4,0,0,0,318.0,2,-1.7,94.027,-38.3,0.896
30,4,1,4,0,1,0,169.0,2,-3.4,92.431,-26.9,0.739
49,3,0,3,0,1,0,3.0,1,1.1,93.994,-36.4,4.856
45,2,0,5,0,1,0,254.0,1,-1.8,93.876,-40.0,0.692
40,1,0,1,0,1,0,177.0,4,1.1,93.994,-36.4,4.857
53,4,0,1,0,1,0,105.0,1,1.4,93.444,-36.1,4.968
36,1,0,1,0,0,0,318.0,3,1.1,93.994,-36.4,4.857
34,2,1,1,0,0,1,195.0,1,1.1,93.994,-36.4,4.857
47,3,0,3,0,1,0,224.0,2,1.1,93.994,-36.4,4.859
31,3,1,1,0,1,0,73.0,1,1.4,93.918,-42.7,4.963
33,4,1,5,0,0,0,134.0,6,1.4,93.444,-36.1,4.963
55,6,0,5,0,0,0,372.0,3,1.4,93.444,-36.1,4.965
27,3,0,0,0,0,0,314.0,2,-1.8,92.893,-46.2,1.291
32,4,1,4,0,0,0,153.0,2,-1.8,92.893,-46.2,1.25
23,2,1,5,0,1,1,69.0,3,1.4,93.918,-42.7,4.96
44,1,0,1,0,0,0,37.0,1,-0.1,93.2,-42.0,4.12
51,8,0,3,0,1,0,144.0,2,1.1,93.994,-36.4,4.857
29,6,1,1,0,1,0,329.0,2,-1.8,93.075,-47.1,1.365
33,6,0,5,0,1,0,318.0,1,-0.1,93.2,-42.0,4.191
42,2,2,1,0,1,0,304.0,1,-1.8,92.893,-46.2,1.327
25,4,1,4,0,1,0,644.5,1,1.4,93.918,-42.7,4.963
59,6,0,5,0,0,1,168.0,3,1.4,93.444,-36.1,4.965
48,2,0,5,0,1,1,254.0,5,1.4,93.444,-36.1,4.964
38,2,0,5,0,1,0,481.0,3,1.4,93.918,-42.7,4.963
34,4,0,4,0,1,1,379.0,2,-0.1,93.2,-42.0,4.021
34,4,1,5,0,1,0,436.0,2,1.4,93.444,-36.1,4.966
41,2,0,5,0,0,1,396.0,2,1.4,93.918,-42.7,4.96
30,1,1,1,0,0,0,156.0,2,1.1,93.994,-36.4,4.857
57,3,2,5,0,0,0,50.0,3,1.4,94.465,-41.8,4.864
40,2,0,1,0,0,0,374.0,1,1.4,94.465,-41.8,4.959
33,7,2,4,0,1,0,331.0,1,1.4,93.444,-36.1,4.963
38,2,0,5,0,0,0,202.0,1,1.4,94.465,-41.8,4.961
41,4,0,4,0,1,0,75.0,1,1.4,93.444,-36.1,4.963
47,6,0,3,0,0,0,309.0,1,-2.9,92.963,-40.8,1.262
57,2,2,5,0,0,0,119.0,1,-0.1,93.2,-42.0,4.343
48,4,0,2,0,0,1,175.0,1,1.1,93.994,-36.4,4.857
39,3,0,2,0,0,0,488.0,6,1.1,93.994,-36.4,4.859
39,2,0,1,0,0,0,597.0,1,-1.8,92.893,-46.2,1.354
26,2,1,5,0,1,0,115.0,1,-2.9,92.201,-31.4,0.861
39,6,0,5,0,0,0,496.0,3,1.1,93.994,-36.4,4.857
49,2,1,5,0,1,0,122.0,2,1.1,93.994,-36.4,4.86
25,10,1,5,0,0,0,170.0,1,-2.9,92.469,-33.6,1.044
26,10,1,1,0,1,0,73.0,1,-1.8,92.893,-46.2,1.299
52,3,0,4,0,0,1,611.0,3,1.1,93.994,-36.4,4.857
39,1,0,1,0,0,0,178.0,1,1.1,93.994,-36.4,4.858
35,2,0,5,0,1,0,355.0,1,1.1,93.994,-36.4,4.857
57,1,2,1,0,0,0,71.0,1,1.4,93.444,-36.1,4.964
57,2,0,3,0,0,1,194.0,1,1.4,93.918,-42.7,4.963
39,3,0,3,0,1,0,253.0,1,-1.8,92.893,-46.2,1.344
36,3,0,0,0,1,0,221.0,1,1.4,93.918,-42.7,4.962
47,1,2,0,0,0,0,67.0,6,1.4,93.918,-42.7,4.963
37,2,0,1,0,1,1,272.0,1,-3.4,92.649,-30.1,0.722
49,6,0,3,0,0,1,8.0,6,1.4,93.918,-42.7,4.968
40,4,0,3,0,0,0,389.0,6,1.4,94.465,-41.8,4.959
35,1,1,0,0,0,0,329.0,1,1.1,93.994,-36.4,4.857
29,3,0,3,0,0,0,128.0,3,-1.8,92.893,-46.2,1.313
30,6,1,5,0,0,0,231.0,2,1.1,93.994,-36.4,4.857
44,3,0,2,0,0,0,212.0,2,-1.8,92.893,-46.2,1.327
44,2,2,5,0,1,0,105.0,1,1.4,93.444,-36.1,4.965
47,6,2,5,0,0,0,593.0,1,1.4,94.465,-41.8,4.961
41,4,0,5,0,0,0,156.0,5,1.1,93.994,-36.4,4.858
46,1,0,5,0,1,1,147.0,1,1.4,93.444,-36.1,4.964
34,2,0,5,0,0,0,183.0,1,1.4,93.918,-42.7,4.963
28,1,0,1,0,1,0,145.0,2,1.4,93.918,-42.7,4.962
44,9,0,5,0,1,0,644.5,2,-0.1,93.2,-42.0,4.191
50,2,0,1,0,1,0,182.0,2,-0.1,93.2,-42.0,4.021
34,2,1,5,0,1,0,644.5,1,1.4,93.444,-36.1,4.965
31,2,1,5,0,1,0,114.0,1,-0.1,93.2,-42.0,4.076
41,0,0,1,0,1,0,262.0,1,1.1,93.994,-36.4,4.855
26,4,1,5,0,1,0,284.0,3,-1.1,94.199,-37.5,0.879
31,2,0,5,0,1,0,153.0,6,1.4,94.465,-41.8,4.864
32,4,1,5,0,1,0,160.0,1,1.1,93.994,-36.4,4.864
25,2,1,5,0,1,0,123.0,1,-3.4,92.431,-26.9,0.739
31,2,0,1,0,1,1,157.0,5,1.1,93.994,-36.4,4.857
22,10,1,1,0,1,1,214.0,2,-1.8,93.876,-40.0,0.699
58,3,0,0,0,1,0,184.0,1,1.1,93.994,-36.4,4.86
25,9,1,3,0,0,0,130.0,1,1.4,93.918,-42.7,4.957
31,2,0,5,0,0,0,81.0,2,-2.9,92.963,-40.8,1.26
36,2,0,5,0,0,0,155.0,2,1.4,93.444,-36.1,4.964
40,1,0,0,0,1,0,85.0,1,-1.8,92.893,-46.2,1.313
42,2,1,5,0,0,0,236.0,3,1.1,93.994,-36.4,4.86
34,4,0,4,0,0,0,644.5,3,-1.8,93.075,-47.1,1.405
39,2,0,5,0,1,1,328.0,1,1.4,93.444,-36.1,4.968
28,2,0,5,0,0,0,115.0,2,-1.8,93.075,-47.1,1.365
35,2,2,5,0,0,0,263.0,6,-0.1,93.2,-42.0,4.021
33,3,0,2,0,0,0,218.0,4,-1.8,92.893,-46.2,1.25
32,2,1,5,0,1,0,83.0,1,-1.8,93.075,-47.1,1.41
22,4,1,3,0,0,0,83.0,1,1.4,93.918,-42.7,4.963
35,2,1,5,0,0,1,159.0,6,1.4,94.465,-41.8,4.967
33,4,1,4,0,1,0,396.0,2,1.4,93.444,-36.1,4.966
44,2,1,5,0,0,1,143.0,1,1.4,94.465,-41.8,4.864
46,1,2,1,0,0,0,56.0,3,1.1,93.994,-36.4,4.859
18,10,1,5,0,0,0,110.0,1,-1.8,93.876,-40.0,0.672
26,2,1,5,0,1,0,251.0,1,-0.1,93.798,-40.4,4.912
58,9,0,5,0,0,1,137.0,1,1.4,93.918,-42.7,4.963
52,6,0,5,0,1,0,157.0,2,-1.7,94.027,-38.3,0.899
49,3,0,1,0,1,1,65.0,2,-1.8,92.893,-46.2,1.281
53,4,2,4,0,0,0,249.0,1,1.1,93.994,-36.4,4.856
23,4,1,1,0,0,0,198.0,2,-1.8,92.893,-46.2,1.266
29,3,1,2,0,0,0,27.0,3,1.1,93.994,-36.4,4.855
43,0,0,0,0,1,0,107.0,1,1.4,93.918,-42.7,4.962
27,3,1,2,0,1,0,334.0,3,-2.9,92.963,-40.8,1.26
34,2,0,5,0,1,0,644.5,2,-1.8,92.893,-46.2,1.264
33,6,1,5,0,0,0,113.0,3,-1.8,93.749,-34.6,0.644
44,4,0,4,0,1,0,189.0,2,1.4,94.465,-41.8,4.959
34,3,0,3,0,1,0,500.0,1,-0.1,93.2,-42.0,4.076
50,6,0,3,0,0,0,151.0,2,-3.4,92.431,-26.9,0.731
31,1,0,1,0,0,0,130.0,1,-1.8,92.893,-46.2,1.313
45,3,0,2,0,1,0,277.0,2,1.1,93.994,-36.4,4.86
39,2,0,4,0,1,1,112.0,3,1.4,93.444,-36.1,4.964
35,6,1,5,0,1,0,590.0,6,1.4,93.918,-42.7,4.961
34,4,0,4,0,1,0,126.0,1,-1.1,94.199,-37.5,0.883
32,8,0,5,0,1,0,54.0,1,-0.1,93.2,-42.0,4.021
44,1,0,3,0,1,0,162.0,2,1.4,94.465,-41.8,4.958
45,3,0,3,0,1,0,257.0,1,-1.8,92.843,-50.0,1.51
27,3,1,1,0,0,0,393.0,1,1.1,93.994,-36.4,4.858
33,7,2,3,0,1,0,105.0,1,1.1,93.994,-36.4,4.859
56,2,0,5,0,0,1,569.0,1,1.4,93.918,-42.7,4.957
44,3,0,2,0,0,0,611.0,2,-1.8,92.893,-46.2,1.25
56,3,0,0,0,0,0,36.0,1,1.4,93.918,-42.7,4.962
35,1,2,5,0,1,0,644.5,2,1.4,93.918,-42.7,4.961
43,0,0,0,0,1,0,97.0,1,1.4,93.918,-42.7,4.962
49,0,0,0,0,1,0,226.0,1,1.4,93.918,-42.7,4.962
46,6,0,5,0,1,1,644.5,2,-0.1,93.2,-42.0,4.076
45,9,0,3,0,1,0,39.0,1,-1.8,92.893,-46.2,1.25
36,3,0,3,0,1,0,57.0,5,1.4,93.918,-42.7,4.962
46,8,0,5,0,0,1,432.0,3,1.4,93.444,-36.1,4.963
33,2,1,5,0,1,1,96.0,6,-1.8,92.893,-46.2,1.281
48,1,2,1,0,1,0,25.0,2,-1.8,93.075,-47.1,1.405
51,2,2,5,0,0,0,470.0,2,1.4,93.918,-42.7,4.962
48,2,2,1,0,0,1,36.0,5,1.4,94.465,-41.8,4.959
43,7,2,3,0,1,0,265.0,4,1.4,93.918,-42.7,4.962
56,7,2,4,0,0,0,141.0,1,1.4,93.918,-42.7,4.962
46,3,0,2,0,1,1,133.0,6,1.4,93.444,-36.1,4.963
35,9,0,5,0,0,0,79.0,4,1.4,94.465,-41.8,4.959
36,7,0,2,0,0,0,177.0,2,-0.1,93.2,-42.0,4.153
33,3,0,2,0,1,0,235.0,2,-1.8,92.893,-46.2,1.291
32,4,0,4,0,0,0,644.5,2,-1.1,94.601,-49.5,0.959
25,10,1,1,0,1,0,100.0,6,-1.7,94.027,-38.3,0.898
57,5,0,5,0,1,1,644.5,2,-0.1,93.2,-42.0,4.191
51,5,0,3,0,1,0,50.0,1,1.4,93.918,-42.7,4.962
24,6,1,5,0,1,0,124.0,1,-1.8,93.075,-47.1,1.41
57,3,0,0,0,0,0,258.0,2,1.1,93.994,-36.4,4.859
35,3,0,2,0,1,0,225.0,1,-1.8,92.893,-46.2,1.266
27,2,0,5,0,1,0,644.5,4,-1.8,92.893,-46.2,1.25
33,1,0,1,0,0,0,94.0,6,1.4,94.465,-41.8,4.865
21,10,1,1,0,0,0,513.0,3,-1.8,92.893,-46.2,1.281
45,2,0,1,0,1,0,644.5,2,1.4,94.465,-41.8,4.955
