age,job_n,education_n,duration,campaign,emp.var.rate,cons.price.idx,cons.conf.idx,euribor3m,y
35.0,3.0,3.0,100.0,1.0,-1.8,92.893,-46.2,1.291,0
30.0,1.0,5.0,13.0,3.0,-0.1,93.2,-42.0,4.021,0
36.0,4.0,4.0,644.5,1.0,-1.8,92.893,-46.2,1.334,1
58.0,5.0,0.0,614.0,1.0,1.4,93.918,-42.7,4.961,0
39.0,2.0,4.0,306.0,3.0,1.4,93.444,-36.1,4.964,0
41.0,4.0,4.0,348.0,2.0,1.1,93.994,-36.4,4.857,0
35.0,1.0,2.0,136.0,2.0,-1.8,92.893,-46.2,1.344,0
32.0,6.0,5.0,377.0,1.0,1.4,93.444,-36.1,4.963,0
30.0,2.0,3.0,125.0,1.0,1.1,93.994,-36.4,4.857,0
32.0,3.0,1.0,220.0,1.0,1.4,94.465,-41.8,4.962,0
49.0,2.0,5.0,532.0,1.0,-1.8,93.075,-47.1,1.365,1
51.0,3.0,2.0,393.0,1.0,1.4,93.444,-36.1,4.964,0
30.0,4.0,1.0,92.0,1.0,1.4,93.444,-36.1,4.963,0
42.0,2.0,5.0,126.0,1.0,1.1,93.994,-36.4,4.856,0
58.0,5.0,4.0,535.0,2.0,1.1,93.994,-36.4,4.856,0
32.0,8.0,1.0,11.0,1.0,1.4,94.465,-41.8,4.961,0
34.0,3.0,1.0,103.0,1.0,-1.8,92.893,-46.2,1.281,0
40.0,4.0,4.0,94.0,3.0,1.4,93.444,-36.1,4.965,0
52.0,2.0,5.0,231.0,1.0,-1.8,93.369,-34.8,0.646,1
37.0,3.0,0.0,180.0,2.0,-1.8,93.075,-47.1,1.405,0
41.0,6.0,3.0,240.0,2.0,1.1,93.994,-36.4,4.857,0
75.0,5.0,0.0,186.0,2.0,-1.8,93.075,-47.1,1.405,0
39.0,0.0,0.0,155.0,2.0,1.4,93.444,-36.1,4.964,0
29.0,1.0,1.0,240.0,3.0,-1.8,92.893,-46.2,1.281,0
23.0,10.0,0.0,644.5,4.0,-1.8,93.075,-47.1,1.415,0
37.0,2.0,5.0,271.0,2.0,1.4,93.918,-42.7,4.963,0
28.0,2.0,5.0,138.0,2.0,1.1,93.994,-36.4,4.856,0
54.0,4.0,4.0,171.0,3.0,1.4,93.444,-36.1,4.967,0
51.0,4.0,3.0,114.0,1.0,1.4,93.918,-42.7,4.962,0
31.0,6.0,5.0,238.0,1.0,-1.8,92.893,-46.2,1.313,0
36.0,2.0,5.0,449.0,6.0,-1.8,92.893,-46.2,1.281,0
26.0,7.0,1.0,445.0,1.0,-2.9,92.469,-33.6,1.044,0
37.0,8.0,5.0,585.0,2.0,1.4,93.444,-36.1,4.967,0
52.0,1.0,1.0,198.0,2.0,-1.8,93.075,-47.1,1.41,0
42.0,2.0,5.0,24.0,6.0,1.4,93.918,-42.7,4.968,0
27.0,4.0,4.0,234.0,6.0,-1.8,92.893,-46.2,1.291,0
51.0,3.0,0.0,207.0,1.0,1.4,93.444,-36.1,4.966,0
43.0,6.0,5.0,246.0,1.0,-1.8,93.075,-47.1,1.405,0
37.0,3.0,0.0,17.0,6.0,-1.8,93.075,-47.1,1.405,0
85.0,5.0,0.0,191.0,1.0,-1.8,93.075,-47.1,1.406,0
42.0,3.0,2.0,134.0,2.0,1.1,93.994,-36.4,4.855,0
31.0,2.0,1.0,182.0,6.0,1.1,93.994,-36.4,4.858,0
41.0,3.0,0.0,644.5,1.0,1.4,93.918,-42.7,4.959,0
45.0,4.0,5.0,644.5,1.0,1.1,93.994,-36.4,4.856,1
59.0,8.0,5.0,139.0,1.0,-2.9,92.201,-31.4,0.821,0
39.0,4.0,4.0,239.0,1.0,-1.8,92.893,-46.2,1.266,0
34.0,4.0,5.0,294.0,4.0,-1.1,94.199,-37.5,0.879,1
28.0,8.0,5.0,41.0,1.0,-1.8,92.843,-50.0,1.64,0
41.0,0.0,1.0,168.0,2.0,1.4,94.465,-41.8,4.959,0
29.0,2.0,1.0,93.0,1.0,1.1,93.994,-36.4,4.858,0
42.0,6.0,5.0,426.0,1.0,1.1,93.994,-36.4,4.857,0
60.0,0.0,1.0,392.0,1.0,1.1,93.994,-36.4,4.859,0
25.0,2.0,1.0,532.0,2.0,1.4,93.918,-42.7,4.963,0
65.0,0.0,0.0,89.0,2.0,-2.9,92.963,-40.8,1.266,0
46.0,1.0,1.0,83.0,3.0,1.4,93.918,-42.7,4.956,0
52.0,9.0,3.0,176.0,2.0,1.1,93.994,-36.4,4.857,0
49.0,9.0,1.0,214.0,3.0,-1.8,92.893,-46.2,1.344,0
45.0,0.0,5.0,93.0,1.0,1.4,93.444,-36.1,4.964,0
31.0,8.0,5.0,298.0,1.0,1.4,93.918,-42.7,4.962,0
37.0,1.0,1.0,114.0,1.0,1.4,93.918,-42.7,4.96,0
73.0,5.0,0.0,158.0,1.0,-1.8,93.075,-47.1,1.405,0
41.0,7.0,3.0,135.0,1.0,-1.8,93.075,-47.1,1.405,0
56.0,2.0,5.0,78.0,2.0,1.4,93.444,-36.1,4.965,0
57.0,5.0,4.0,644.5,4.0,1.4,93.918,-42.7,4.962,0
61.0,5.0,5.0,350.0,1.0,-3.4,92.379,-29.8,0.797,1
32.0,3.0,3.0,276.0,4.0,1.1,93.994,-36.4,4.86,0
30.0,2.0,5.0,201.0,1.0,1.4,93.444,-36.1,4.963,0
49.0,4.0,1.0,395.0,3.0,1.4,93.918,-42.7,4.958,0
31.0,4.0,4.0,150.0,1.0,1.4,93.444,-36.1,4.963,0
38.0,4.0,5.0,102.0,5.0,1.4,93.444,-36.1,4.965,0
32.0,4.0,5.0,77.0,2.0,-0.1,93.2,-42.0,4.153,0
33.0,1.0,1.0,216.0,1.0,-1.8,92.893,-46.2,1.299,0
31.0,4.0,1.0,129.0,3.0,1.4,93.444,-36.1,4.964,0
49.0,2.0,3.0,39.0,1.0,1.4,93.918,-42.7,4.963,0
45.0,8.0,3.0,201.0,1.0,-2.9,92.963,-40.8,1.206,0
43.0,1.0,1.0,443.0,1.0,1.1,93.994,-36.4,4.856,0
33.0,4.0,4.0,176.0,2.0,1.4,93.444,-36.1,4.963,0
42.0,6.0,5.0,161.0,2.0,1.4,93.444,-36.1,4.962,0
32.0,3.0,3.0,72.0,2.0,-1.8,92.893,-46.2,1.327,0
71.0,8.0,5.0,78.0,2.0,-1.8,93.075,-47.1,1.365,0
29.0,2.0,5.0,117.0,2.0,1.4,93.444,-36.1,4.963,0
46.0,2.0,5.0,70.0,1.0,-1.8,92.893,-46.2,1.264,0
40.0,6.0,5.0,644.5,2.0,-2.9,92.201,-31.4,0.879,0
46.0,3.0,0.0,89.0,1.0,1.4,94.465,-41.8,4.961,0
47.0,3.0,0.0,644.5,4.0,1.4,94.465,-41.8,4.958,0
54.0,8.0,3.0,429.0,3.0,1.4,93.444,-36.1,4.968,1
52.0,7.0,5.0,445.0,1.0,1.4,93.444,-36.1,4.965,0
50.0,2.0,3.0,315.0,3.0,-0.1,93.2,-42.0,4.076,0
36.0,10.0,5.0,125.0,5.0,1.4,93.918,-42.7,4.968,0
33.0,2.0,5.0,313.0,3.0,1.4,93.444,-36.1,4.963,0
46.0,1.0,5.0,106.0,1.0,1.4,93.444,-36.1,4.966,0
36.0,3.0,3.0,251.0,4.0,1.1,93.994,-36.4,4.859,0
30.0,2.0,5.0,244.0,2.0,-2.9,92.963,-40.8,1.26,1
46.0,7.0,3.0,96.0,1.0,-2.9,92.963,-40.8,1.262,0
48.0,3.0,3.0,64.0,4.0,-1.8,92.893,-46.2,1.291,0
33.0,3.0,3.0,215.0,1.0,1.1,93.994,-36.4,4.855,0
57.0,5.0,1.0,53.0,1.0,1.1,93.994,-36.4,4.857,0
37.0,2.0,5.0,291.0,6.0,-1.8,92.893,-46.2,1.281,0
38.0,2.0,5.0,47.0,5.0,1.1,93.994,-36.4,4.857,0
39.0,2.0,5.0,333.0,6.0,1.4,94.465,-41.8,4.959,0
51.0,2.0,1.0,644.5,4.0,-1.8,92.893,-46.2,1.25,1
26.0,2.0,5.0,365.0,5.0,-1.8,92.893,-46.2,1.264,0
37.0,3.0,4.0,305.0,2.0,1.1,93.994,-36.4,4.857,0
48.0,3.0,3.0,54.0,3.0,1.4,93.918,-42.7,4.96,0
38.0,2.0,5.0,186.0,1.0,1.1,93.994,-36.4,4.857,0
52.0,3.0,0.0,371.0,2.0,1.1,93.994,-36.4,4.857,0
31.0,4.0,1.0,644.5,1.0,1.4,93.444,-36.1,4.966,1
30.0,3.0,1.0,13.0,6.0,1.4,93.918,-42.7,4.968,0
42.0,4.0,5.0,179.0,4.0,-1.8,92.893,-46.2,1.244,0
48.0,2.0,5.0,94.0,4.0,1.4,94.465,-41.8,4.967,0
22.0,10.0,1.0,349.0,1.0,1.4,93.918,-42.7,4.962,0
36.0,6.0,5.0,163.0,1.0,-1.8,93.075,-47.1,1.405,0
30.0,4.0,4.0,220.0,3.0,1.1,93.994,-36.4,4.858,0
43.0,1.0,5.0,483.0,6.0,1.4,93.918,-42.7,4.961,0
33.0,3.0,2.0,299.0,1.0,1.4,93.918,-42.7,4.96,0
28.0,4.0,1.0,134.0,3.0,-1.8,92.893,-46.2,1.354,0
39.0,2.0,5.0,180.0,3.0,1.4,93.444,-36.1,4.966,0
56.0,1.0,1.0,90.0,3.0,1.1,93.994,-36.4,4.857,0
38.0,2.0,1.0,107.0,3.0,1.1,93.994,-36.4,4.857,0
28.0,4.0,3.0,225.0,1.0,1.4,94.465,-41.8,4.961,0
39.0,2.0,2.0,60.0,6.0,1.1,93.994,-36.4,4.857,0
54.0,4.0,5.0,71.0,4.0,1.4,94.465,-41.8,4.96,0
44.0,2.0,3.0,133.0,1.0,-1.8,92.893,-46.2,1.25,0
46.0,1.0,1.0,60.0,3.0,1.1,93.994,-36.4,4.857,0
43.0,4.0,4.0,186.0,2.0,1.1,93.994,-36.4,4.857,0
35.0,3.0,3.0,520.0,3.0,-3.0,92.713,-33.0,0.707,0
26.0,1.0,1.0,142.0,2.0,1.4,93.918,-42.7,4.963,0
58.0,1.0,1.0,135.0,1.0,-1.8,93.369,-34.8,0.635,0
26.0,10.0,5.0,115.0,1.0,-1.8,92.893,-46.2,1.264,0
29.0,2.0,1.0,143.0,2.0,1.1,93.994,-36.4,4.857,0
30.0,4.0,5.0,231.0,1.0,1.4,93.918,-42.7,4.962,0
55.0,2.0,5.0,628.0,1.0,-1.8,93.075,-47.1,1.445,0
57.0,4.0,4.0,27.0,6.0,1.1,93.994,-36.4,4.857,0
28.0,1.0,4.0,210.0,2.0,-1.8,92.893,-46.2,1.266,0
31.0,4.0,1.0,71.0,1.0,1.4,93.444,-36.1,4.967,0
41.0,2.0,5.0,338.0,3.0,-1.8,93.876,-40.0,0.684,0
35.0,1.0,1.0,188.0,1.0,1.1,93.994,-36.4,4.859,0
29.0,3.0,2.0,215.0,3.0,1.4,94.465,-41.8,4.955,0
34.0,2.0,1.0,168.0,5.0,1.1,93.994,-36.4,4.86,0
31.0,7.0,5.0,227.0,1.0,-2.9,92.963,-40.8,1.268,0
41.0,4.0,3.0,102.0,2.0,-0.1,93.2,-42.0,4.153,0
58.0,5.0,1.0,360.0,5.0,-2.9,92.201,-31.4,0.838,0
58.0,5.0,3.0,235.0,2.0,-1.8,92.893,-46.2,1.259,0
56.0,3.0,5.0,160.0,3.0,1.4,93.444,-36.1,4.965,0
33.0,7.0,5.0,156.0,1.0,-2.9,92.201,-31.4,0.861,0
27.0,7.0,5.0,158.0,6.0,1.4,93.918,-42.7,4.962,0
45.0,1.0,3.0,215.0,1.0,-1.8,92.893,-46.2,1.281,0
29.0,4.0,4.0,48.0,1.0,1.4,93.444,-36.1,4.965,0
33.0,2.0,5.0,54.0,6.0,-0.1,93.2,-42.0,4.12,0
39.0,0.0,4.0,192.0,2.0,1.4,93.444,-36.1,4.964,0
59.0,2.0,5.0,29.0,6.0,1.1,93.994,-36.4,4.86,0
40.0,2.0,3.0,184.0,4.0,1.1,93.994,-36.4,4.857,0
28.0,2.0,5.0,131.0,1.0,1.1,93.994,-36.4,4.855,0
39.0,3.0,2.0,269.0,1.0,1.1,93.994,-36.4,4.856,0
46.0,3.0,0.0,83.0,2.0,1.4,93.444,-36.1,4.966,0
48.0,4.0,5.0,173.0,2.0,-1.8,93.075,-47.1,1.365,0
36.0,3.0,2.0,238.0,1.0,-1.1,94.767,-50.8,1.046,1
37.0,2.0,5.0,36.0,2.0,1.4,93.918,-42.7,4.963,0
43.0,2.0,5.0,149.0,1.0,1.4,93.444,-36.1,4.97,0
43.0,2.0,5.0,263.0,4.0,-1.8,93.749,-34.6,0.645,1
28.0,1.0,5.0,466.0,2.0,-1.8,92.893,-46.2,1.344,0
51.0,3.0,0.0,346.0,1.0,-0.1,93.2,-42.0,4.191,0
53.0,5.0,3.0,58.0,2.0,1.4,93.918,-42.7,4.962,0
32.0,4.0,1.0,47.0,2.0,1.4,93.444,-36.1,4.965,0
30.0,2.0,5.0,82.0,6.0,-1.8,93.075,-47.1,1.483,0
36.0,4.0,1.0,46.0,3.0,1.4,93.444,-36.1,4.965,0
56.0,6.0,5.0,57.0,1.0,1.4,93.918,-42.7,4.968,0
30.0,4.0,5.0,46.0,3.0,-1.8,92.893,-46.2,1.266,0
31.0,4.0,5.0,644.5,2.0,1.4,94.465,-41.8,4.866,1
31.0,2.0,1.0,100.0,2.0,1.1,93.994,-36.4,4.857,0
46.0,6.0,2.0,644.5,1.0,-1.8,92.893,-46.2,1.299,1
36.0,6.0,1.0,644.5,2.0,-0.1,93.2,-42.0,4.12,1
35.0,6.0,5.0,349.0,2.0,1.1,93.994,-36.4,4.857,0
31.0,6.0,5.0,551.0,2.0,1.4,93.444,-36.1,4.963,0
36.0,2.0,1.0,225.0,2.0,-0.1,93.2,-42.0,4.12,0
43.0,9.0,5.0,261.0,1.0,1.4,93.918,-42.7,4.961,0
28.0,2.0,3.0,298.0,1.0,1.1,93.994,-36.4,4.856,0
52.0,2.0,0.0,74.0,1.0,-0.1,93.2,-42.0,4.191,0
27.0,3.0,3.0,293.0,1.0,1.1,93.994,-36.4,4.857,0
45.0,3.0,0.0,111.0,1.0,1.4,93.444,-36.1,4.968,0
37.0,2.0,1.0,123.0,5.0,-1.8,92.893,-46.2,1.25,0
29.0,4.0,4.0,215.0,1.0,-0.1,93.2,-42.0,4.021,0
42.0,5.0,6.0,128.0,3.0,-2.9,92.201,-31.4,0.834,1
32.0,4.0,5.0,42.0,2.0,1.4,93.918,-42.7,4.963,0
23.0,1.0,1.0,354.0,1.0,1.1,93.994,-36.4,4.859,0
41.0,3.0,3.0,176.0,1.0,-0.1,93.2,-42.0,4.191,0
27.0,2.0,5.0,471.0,2.0,-1.8,92.893,-46.2,1.299,0
31.0,2.0,5.0,152.0,4.0,1.4,93.918,-42.7,4.963,0
33.0,2.0,5.0,59.0,1.0,1.4,94.465,-41.8,4.959,0
55.0,5.0,3.0,16.0,3.0,1.4,93.918,-42.7,4.968,0
51.0,4.0,4.0,67.0,6.0,-3.4,92.431,-26.9,0.754,0
27.0,2.0,5.0,91.0,1.0,1.4,93.918,-42.7,4.962,0
47.0,5.0,2.0,157.0,5.0,1.4,93.918,-42.7,4.962,0
26.0,3.0,3.0,273.0,4.0,-1.8,92.893,-46.2,1.327,0
39.0,1.0,1.0,239.0,2.0,1.1,93.994,-36.4,4.857,0
29.0,4.0,1.0,133.0,5.0,1.4,93.444,-36.1,4.965,0
30.0,3.0,3.0,63.0,1.0,-0.1,93.2,-42.0,4.12,0
38.0,3.0,3.0,286.0,1.0,1.4,93.918,-42.7,4.957,0
27.0,1.0,1.0,356.0,2.0,-1.8,92.893,-46.2,1.327,0
40.0,3.0,2.0,138.0,3.0,1.4,93.918,-42.7,4.959,0
79.0,5.0,3.0,181.0,1.0,-3.4,92.379,-29.8,0.819,1
39.0,2.0,5.0,145.0,6.0,1.4,93.444,-36.1,4.963,0
35.0,2.0,5.0,644.5,1.0,-2.9,92.201,-31.4,0.883,0
33.0,8.0,3.0,21.0,6.0,1.1,93.994,-36.4,4.859,0
43.0,6.0,0.0,224.0,1.0,1.1,93.994,-36.4,4.857,0
42.0,3.0,0.0,92.0,3.0,1.1,93.994,-36.4,4.855,0
45.0,4.0,5.0,64.0,2.0,1.4,93.918,-42.7,4.962,0
39.0,4.0,5.0,125.0,1.0,-3.4,92.431,-26.9,0.72,1
27.0,8.0,4.0,162.0,2.0,-2.9,92.963,-40.8,1.262,0
32.0,4.0,5.0,644.5,4.0,-1.8,93.075,-47.1,1.453,1
44.0,1.0,1.0,391.0,1.0,1.1,93.994,-36.4,4.857,0
34.0,1.0,1.0,214.0,4.0,1.1,93.994,-36.4,4.86,0
35.0,3.0,3.0,461.0,1.0,1.1,93.994,-36.4,4.864,0
23.0,3.0,5.0,644.5,6.0,1.4,93.918,-42.7,4.957,0
49.0,8.0,5.0,207.0,2.0,1.4,93.918,-42.7,4.963,0
45.0,6.0,3.0,46.0,1.0,1.1,93.994,-36.4,4.857,0
37.0,6.0,5.0,171.0,2.0,-0.1,93.2,-42.0,4.076,0
34.0,3.0,3.0,328.0,1.0,-1.8,92.893,-46.2,1.313,0
29.0,2.0,5.0,76.0,1.0,-1.8,92.893,-46.2,1.344,0
27.0,3.0,0.0,74.0,3.0,-1.8,92.893,-46.2,1.299,0
48.0,2.0,4.0,37.0,1.0,1.4,94.465,-41.8,4.864,0
36.0,3.0,5.0,466.0,4.0,-1.8,93.075,-47.1,1.41,0
53.0,4.0,4.0,25.0,1.0,-1.8,92.893,-46.2,1.354,0
31.0,2.0,1.0,472.0,1.0,-1.8,92.893,-46.2,1.299,0
47.0,6.0,5.0,29.0,3.0,1.1,93.994,-36.4,4.857,0
51.0,4.0,1.0,284.0,1.0,-1.7,94.215,-40.3,0.889,1
46.0,3.0,0.0,152.0,1.0,1.4,93.918,-42.7,4.961,0
30.0,2.0,5.0,459.0,1.0,1.4,93.444,-36.1,4.966,1
49.0,3.0,0.0,256.0,6.0,1.4,93.918,-42.7,4.96,0
32.0,2.0,5.0,240.0,5.0,1.4,93.444,-36.1,4.966,0
48.0,3.0,0.0,277.0,1.0,1.4,93.918,-42.7,4.961,0
29.0,2.0,1.0,272.0,3.0,-1.7,94.215,-40.3,0.835,1
37.0,2.0,3.0,303.0,2.0,1.4,94.465,-41.8,4.865,0
25.0,3.0,3.0,109.0,1.0,-1.8,93.075,-47.1,1.365,0
26.0,4.0,4.0,102.0,1.0,-2.9,92.963,-40.8,1.26,0
35.0,0.0,0.0,316.0,1.0,-0.1,93.2,-42.0,4.12,0
34.0,7.0,5.0,125.0,1.0,-1.8,93.075,-47.1,1.423,1
41.0,4.0,5.0,118.0,1.0,-2.9,92.963,-40.8,1.262,0
48.0,3.0,0.0,275.0,1.0,-1.8,92.893,-46.2,1.344,0
33.0,3.0,3.0,439.0,2.0,1.4,93.918,-42.7,4.963,0
30.0,2.0,1.0,167.0,1.0,-0.1,93.2,-42.0,4.076,0
47.0,4.0,1.0,43.0,3.0,1.4,93.918,-42.7,4.962,0
32.0,3.0,2.0,59.0,4.0,1.4,93.918,-42.7,4.961,0
35.0,3.0,3.0,644.5,4.0,1.4,93.918,-42.7,4.957,1
84.0,5.0,0.0,138.0,4.0,-1.1,94.601,-49.5,1.0,0
30.0,2.0,5.0,113.0,3.0,1.4,93.444,-36.1,4.963,0
52.0,3.0,0.0,92.0,1.0,1.4,93.918,-42.7,4.968,0
36.0,1.0,1.0,303.0,3.0,1.4,93.918,-42.7,4.962,0
42.0,2.0,1.0,392.0,1.0,-1.8,93.075,-47.1,1.405,0
46.0,3.0,3.0,82.0,2.0,1.4,93.444,-36.1,4.964,0
51.0,3.0,3.0,541.0,2.0,-1.8,93.075,-47.1,1.405,0
36.0,6.0,5.0,274.0,2.0,1.1,93.994,-36.4,4.856,0
38.0,2.0,1.0,147.0,2.0,1.4,94.465,-41.8,4.864,0
32.0,3.0,2.0,440.0,1.0,1.4,94.465,-41.8,4.962,0
43.0,3.0,0.0,190.0,1.0,1.1,93.994,-36.4,4.855,0
36.0,2.0,5.0,111.0,1.0,1.4,93.444,-36.1,4.968,0
31.0,4.0,5.0,644.5,3.0,1.1,93.994,-36.4,4.859,0
40.0,4.0,1.0,370.0,1.0,1.4,93.444,-36.1,4.966,0
30.0,6.0,5.0,493.0,1.0,-0.1,93.2,-42.0,4.12,0
31.0,2.0,1.0,183.0,1.0,1.4,93.918,-42.7,4.957,0
72.0,5.0,0.0,230.0,1.0,-3.4,92.379,-29.8,0.803,1
28.0,1.0,5.0,135.0,1.0,1.1,93.994,-36.4,4.864,0
30.0,3.0,3.0,428.0,1.0,1.4,93.918,-42.7,4.963,0
46.0,4.0,1.0,60.0,5.0,-1.8,92.893,-46.2,1.354,0
45.0,7.0,1.0,99.0,2.0,1.4,93.918,-42.7,4.962,0
41.0,2.0,1.0,76.0,4.0,1.1,93.994,-36.4,4.857,0
53.0,3.0,4.0,418.0,1.0,1.1,93.994,-36.4,4.855,0
32.0,1.0,4.0,146.0,3.0,-1.8,92.893,-46.2,1.291,0
27.0,1.0,1.0,236.0,4.0,1.4,93.918,-42.7,4.961,0
50.0,3.0,2.0,120.0,1.0,-0.1,93.2,-42.0,4.191,0
41.0,3.0,0.0,52.0,1.0,1.4,93.918,-42.7,4.962,0
27.0,3.0,3.0,291.0,2.0,-1.8,92.893,-46.2,1.266,0
45.0,6.0,5.0,225.0,2.0,1.4,93.918,-42.7,4.957,0
35.0,2.0,1.0,78.0,4.0,1.4,94.465,-41.8,4.959,0
31.0,1.0,2.0,644.5,2.0,1.1,93.994,-36.4,4.855,1
25.0,1.0,1.0,119.0,1.0,1.4,94.465,-41.8,4.959,0
34.0,4.0,4.0,126.0,2.0,1.4,93.444,-36.1,4.965,0
44.0,4.0,4.0,267.0,1.0,-1.8,92.893,-46.2,1.281,0
46.0,1.0,1.0,149.0,6.0,1.4,93.918,-42.7,4.963,0
29.0,9.0,0.0,567.0,3.0,-1.8,92.893,-46.2,1.299,0
43.0,3.0,0.0,377.0,6.0,1.4,93.918,-42.7,4.958,0
41.0,1.0,1.0,622.0,1.0,-1.8,92.893,-46.2,1.299,0
36.0,6.0,5.0,488.0,1.0,1.1,93.994,-36.4,4.86,0
47.0,2.0,5.0,141.0,1.0,1.4,94.465,-41.8,4.959,0
58.0,0.0,0.0,92.0,1.0,1.4,93.918,-42.7,4.961,0
50.0,3.0,3.0,343.0,2.0,1.4,94.465,-41.8,4.959,0
38.0,3.0,3.0,430.0,1.0,1.4,94.465,-41.8,4.967,0
32.0,4.0,1.0,120.0,1.0,1.1,93.994,-36.4,4.856,0
28.0,10.0,3.0,178.0,1.0,-1.7,94.027,-38.3,0.9,1
34.0,3.0,1.0,259.0,2.0,-1.8,93.075,-47.1,1.423,0
24.0,2.0,5.0,84.0,1.0,-3.4,92.649,-30.1,0.716,0
28.0,1.0,1.0,561.0,4.0,-1.8,92.893,-46.2,1.291,0
23.0,3.0,3.0,240.0,2.0,1.4,93.918,-42.7,4.957,0
27.0,2.0,4.0,448.0,5.0,1.4,93.918,-42.7,4.961,1
26.0,8.0,5.0,146.0,2.0,1.4,93.918,-42.7,4.961,0
32.0,9.0,1.0,314.0,1.0,1.1,93.994,-36.4,4.857,0
66.0,7.0,0.0,56.0,1.0,-1.8,93.075,-47.1,1.365,0
34.0,4.0,1.0,112.0,5.0,1.4,93.444,-36.1,4.968,0
28.0,4.0,4.0,185.0,2.0,1.4,93.918,-42.7,4.962,0
53.0,1.0,0.0,185.0,1.0,1.4,93.918,-42.7,4.962,0
48.0,7.0,2.0,58.0,3.0,1.1,93.994,-36.4,4.864,0
56.0,0.0,0.0,206.0,1.0,-1.8,92.893,-46.2,1.281,0
48.0,3.0,0.0,360.0,3.0,1.4,93.918,-42.7,4.96,0
38.0,3.0,0.0,117.0,2.0,-0.1,93.2,-42.0,4.191,0
37.0,3.0,0.0,147.0,2.0,1.4,93.918,-42.7,4.958,0
54.0,2.0,5.0,202.0,3.0,1.1,93.994,-36.4,4.86,0
26.0,3.0,3.0,11.0,6.0,-1.8,92.893,-46.2,1.25,0
27.0,2.0,1.0,421.0,2.0,-1.7,94.055,-39.8,0.761,1
40.0,6.0,1.0,45.0,2.0,1.1,93.994,-36.4,4.864,0
24.0,3.0,3.0,226.0,1.0,1.1,93.994,-36.4,4.855,0
49.0,3.0,2.0,504.0,1.0,-1.8,93.075,-47.1,1.435,0
40.0,3.0,3.0,121.0,5.0,1.4,94.465,-41.8,4.96,0
26.0,3.0,3.0,114.0,1.0,1.4,93.918,-42.7,4.962,0
32.0,1.0,1.0,53.0,1.0,-1.8,92.893,-46.2,1.281,0
45.0,4.0,3.0,644.5,1.0,-1.8,92.893,-46.2,1.313,1
33.0,2.0,5.0,119.0,2.0,1.4,93.444,-36.1,4.97,0
36.0,4.0,1.0,644.5,1.0,1.4,94.465,-41.8,4.961,1
35.0,2.0,1.0,291.0,1.0,1.4,94.465,-41.8,4.961,0
39.0,2.0,3.0,363.0,1.0,-1.8,92.893,-46.2,1.281,0
52.0,3.0,3.0,29.0,6.0,1.1,93.994,-36.4,4.856,0
60.0,2.0,5.0,87.0,1.0,-1.8,92.893,-46.2,1.327,0
34.0,2.0,5.0,159.0,1.0,-1.8,92.893,-46.2,1.313,0
44.0,1.0,1.0,158.0,5.0,1.4,93.918,-42.7,4.962,0
50.0,9.0,5.0,42.0,2.0,1.4,94.465,-41.8,4.967,0
55.0,4.0,4.0,113.0,1.0,-0.1,93.2,-42.0,4.021,0
40.0,9.0,3.0,75.0,1.0,-1.8,93.075,-47.1,1.405,0
38.0,3.0,2.0,85.0,1.0,1.4,93.918,-42.7,4.966,0
59.0,2.0,5.0,644.5,1.0,-1.8,92.893,-46.2,1.25,1
37.0,3.0,3.0,211.0,1.0,1.4,93.918,-42.7,4.962,0
42.0,3.0,3.0,230.0,1.0,-0.1,93.2,-42.0,4.076,0
32.0,1.0,1.0,259.0,3.0,-1.8,93.075,-47.1,1.405,0
41.0,1.0,4.0,348.0,2.0,1.4,93.918,-42.7,4.963,0
30.0,4.0,5.0,644.5,6.0,-0.1,93.2,-42.0,4.076,0
28.0,4.0,4.0,244.0,1.0,-1.8,92.893,-46.2,1.334,0
31.0,2.0,1.0,132.0,6.0,1.4,94.465,-41.8,4.962,0
31.0,4.0,5.0,244.0,1.0,-0.1,93.2,-42.0,4.021,0
52.0,3.0,2.0,7.0,6.0,-1.8,92.893,-46.2,1.266,0
55.0,6.0,0.0,594.0,2.0,-1.8,93.075,-47.1,1.41,0
33.0,8.0,1.0,103.0,1.0,1.1,93.994,-36.4,4.857,0
24.0,10.0,3.0,25.0,6.0,-1.8,92.893,-46.2,1.266,0
27.0,1.0,1.0,377.0,3.0,1.4,93.918,-42.7,4.963,0
25.0,2.0,5.0,149.0,6.0,1.4,94.465,-41.8,4.864,0
33.0,3.0,3.0,341.0,1.0,-1.8,92.893,-46.2,1.291,0
49.0,4.0,5.0,14.0,6.0,-0.1,93.2,-42.0,4.076,0
41.0,4.0,5.0,145.0,1.0,1.4,94.465,-41.8,4.967,0
40.0,0.0,2.0,225.0,3.0,1.4,93.918,-42.7,4.961,0
58.0,6.0,2.0,40.0,4.0,1.4,94.465,-41.8,4.959,0
53.0,3.0,3.0,489.0,2.0,1.1,93.994,-36.4,4.856,0
34.0,4.0,1.0,210.0,1.0,1.4,93.918,-42.7,4.963,0
36.0,1.0,5.0,86.0,3.0,-0.1,93.2,-42.0,4.12,0
33.0,3.0,1.0,164.0,1.0,-1.8,93.075,-47.1,1.405,0
30.0,2.0,1.0,577.0,1.0,1.1,93.994,-36.4,4.857,0
28.0,4.0,5.0,175.0,5.0,-1.7,94.215,-40.3,0.876,0
37.0,2.0,5.0,230.0,1.0,-1.8,92.893,-46.2,1.244,0
